ngram,count,type
भेट देतात,5,bigram
झाले तेव्हा,5,bigram
जागा मिळाल्या,5,bigram
भर घातली,5,bigram
होती या,5,bigram
साम्राज्याची स्थापना,5,bigram
03 रोजी,5,bigram
संस्था आहे,5,bigram
व त्या,5,bigram
मधील दिनांक मूल्ये,5,trigram
ही स्पर्धा,5,bigram
आंबेडकर राष्ट्रीय,5,bigram
माहिती दिली,5,bigram
पाटील यांनी,5,bigram
कारखाना आहे,5,bigram
व्या वर्षी,5,bigram
राजेंद्र कदम यांनी,5,trigram
होती व,5,bigram
०० ०००,5,bigram
नाही असं,5,bigram
पंडित जवाहरलाल,5,bigram
हंबीरराव मोहिते,5,bigram
सांगितलं आहे,5,bigram
जर तुम्ही,5,bigram
असाल तर,5,bigram
सोलापूर हे,5,bigram
ओळखली जाते,5,bigram
करण्यात आले होते,5,trigram
आणि दुसऱ्या,5,bigram
किंवा इतर,5,bigram
साम्राज्याचा विस्तार,5,bigram
त्यांच्या मते,5,bigram
फील्ड हॉकी,5,bigram
यांच्या अध्यक्षतेखाली,5,bigram
स्थापन केली,5,bigram
केलं आहे,5,bigram
मिळाल्या होत्या,5,bigram
होते तेव्हा,5,bigram
असलं तरी,5,bigram
आहेत की,5,bigram
आंबेडकर आंतरराष्ट्रीय,5,bigram
दिनांक मूल्ये तपासा,5,trigram
मूल्ये तपासा सहाय्य,5,trigram
यांचे निधन झाले,5,trigram
सातारा येथील,5,bigram
या मराठी,5,bigram
चुका उधृत,5,bigram
उधृत करा,5,bigram
महाविद्यालय नागपूर,5,bigram
at the,5,bigram
त्यांनी या,5,bigram
राजधानी म्हणून,5,bigram
03 रोजी मूळ,5,trigram
20 रोजी मूळ,5,trigram
असणे आवश्यक आहे,5,trigram
हे सगळं,5,bigram
परत आले,5,bigram
आहे अशी,5,bigram
Result LIVE,5,bigram
करू शकतात,5,bigram
कामगिरी केली,5,bigram
पूजा करून,5,bigram
आश्विन शुद्ध,5,bigram
केला पण,5,bigram
पण ते,5,bigram
ट्रम्प यांच्या,5,bigram
म्हणतात आणि,5,bigram
पंतप्रधान म्हणून,5,bigram
दिले नाही,5,bigram
नाही कारण,5,bigram
तेव्हा तो,5,bigram
हे नाव पडले,5,trigram
असा समज,5,bigram
यांचे निधन,5,bigram
सयाजीराव गायकवाड,5,bigram
एक मराठी,5,bigram
सहभागी होतात,5,bigram
आणि हे,5,bigram
मौर्य साम्राज्याच्या,5,bigram
हा लढा,5,bigram
या तीन,5,bigram
नाहीत तर,5,bigram
संस्था आणि,5,bigram
सांगितले की,5,bigram
काँग्रेस पक्षाचे,5,bigram
व्यक्ती आणि,5,bigram
गरजेचं आहे,5,bigram
येत आहेत,5,bigram
जात असत,5,bigram
मार्च २०१७,5,bigram
आणि त्यांचे,5,bigram
माहिती व,5,bigram
त्यांच्या स्वतःच्या,5,bigram
येथे झाला,5,bigram
अशी मागणी,5,bigram
the वेबॅक,5,bigram
वेबॅक मशीन,5,bigram
a b c,5,trigram
चुका उधृत करा,5,trigram
१९७० च्या,5,bigram
असेल आणि,5,bigram
सांगितले जाते,5,bigram
सुरुवातीच्या काळात,5,bigram
बाद होऊ,5,bigram
पं नेहरूंनी,5,bigram
पुणे येथे,5,bigram
व तो,5,bigram
हे मंदिर,5,bigram
आधारित एक,5,bigram
साकारली होती,5,bigram
प्रवेश केला,5,bigram
एक दोन,5,bigram
कमी होते,5,bigram
खेळाडू असतात,5,bigram
करत होता,5,bigram
जोडले गेले,5,bigram
जर चेंडू,5,bigram
गेला तर,5,bigram
१९२३ रोजी,5,bigram
उच्च शिक्षण,5,bigram
झालं होतं,5,bigram
के लिए,5,bigram
ही घटना,5,bigram
असत आणि,5,bigram
उद्यान आहे,5,bigram
शकत होते,5,bigram
बहिणाबाई चौधरी,5,bigram
मराठी भाषेचे,5,bigram
बाबासाहेब आंबेडकरांनी,5,bigram
म्हणून उदयास,5,bigram
भाग म्हणून,5,bigram
2012 रोजी,5,bigram
ट्रम्प यांनी,5,bigram
हा विक्रम,5,bigram
उभा राहतो,5,bigram
आहे संदर्भ,5,bigram
एक संघ,5,bigram
काळाराम मंदिर,5,bigram
अनेक लोक,5,bigram
३ मार्च,5,bigram
पटेल यांनी,5,bigram
दिला आहे,5,bigram
व्यंकटेश माडगूळकर,5,bigram
असे आहे,5,bigram
अनेक गाणी,5,bigram
6 षटकार,5,bigram
जाते व,5,bigram
यांनी बीबीसी,5,bigram
अवलंबून आहे,5,bigram
दूरचित्रवाणी मालिका,5,bigram
एक एक,5,bigram
करतात आणि,5,bigram
कोटी रुपये,5,bigram
भाग १,5,bigram
केले तर,5,bigram
होत असत,5,bigram
एक मुलगी,5,bigram
की आजच्या सर्व,5,trigram
नाशिक हे,5,bigram
स्थापन केले,5,bigram
अशी अनेक,5,bigram
समितीचे अध्यक्ष,5,bigram
महात्मा फुले,5,bigram
अनुवादित मूळ,5,bigram
कलम 6,5,bigram
काही दिवस,5,bigram
आजच्या सर्व समस्यांना,5,trigram
ज्ञानेश्वर आणि,5,bigram
सादर केले,5,bigram
तर फलंदाज,5,bigram
पोलिसांनी दिलेल्या,5,bigram
आली आहेत,5,bigram
जाणार आहे,5,bigram
विद्यापीठ आहे,5,bigram
आधुनिक काळात,5,bigram
हा त्यांचा,5,bigram
हा प्रदेश,5,bigram
बचाव करणाऱ्या,5,bigram
विजय चोरमारे,5,bigram
रामभाऊ राजवाडे,5,bigram
आयोजित केले,5,bigram
प्रदान करण्यात,5,bigram
पण तो,5,bigram
राजेंद्र साठे,5,bigram
होता पण,5,bigram
छत्रपती शिवाजी महाराजांनी,5,trigram
२०११ च्या जनगणनेनुसार,5,trigram
केली तर,5,bigram
निर्माण केला,5,bigram
संगीत नाटक,5,bigram
नाटक अकादमी,5,bigram
अकादमी पुरस्कार,5,bigram
हे भारताचे,5,bigram
हे आंदोलन,5,bigram
हा जगातील,5,bigram
करण्यात आला होता,5,trigram
असं मला वाटतं,5,trigram
ते म्हणतात की,5,trigram
चित्रपट आहे ज्यात,5,trigram
नो बॉल,5,bigram
अतिरिक्त चेंडू,5,bigram
आहे संदर्भ हवा,5,trigram
१९३१ रोजी,5,bigram
येणार आहे,5,bigram
वाडा होता,5,bigram
२६ नोव्हेंबर,5,bigram
करण्यात येते,5,bigram
आंबेडकर व,5,bigram
खेळला जाणारा,5,bigram
केले की,5,bigram
साजरा करतात,5,bigram
प्रशासकीय मुख्यालय,5,bigram
मध्ये या,5,bigram
जवळ जवळ,5,bigram
रवींद्र भट,5,bigram
मराठा साम्राज्य,5,bigram
पडला आहे,5,bigram
त्यांच्या या,5,bigram
अधिक माहितीसाठी,5,bigram
प्राप्त झाले,5,bigram
महाराज हे,5,bigram
यांच्या जीवनावर आधारित,5,trigram
पश्चिम बंगाल,5,bigram
हे काही,5,bigram
या काळातील,5,bigram
गेली आहेत,5,bigram
हे जगातील,5,bigram
याची माहिती,5,bigram
राजवाडे यांनी,5,bigram
दिलं आहे,5,bigram
लेखन केले,5,bigram
मिळत नाही,5,bigram
तुकाराम गाथा,5,bigram
गाथा संपादक,5,bigram
करणारा संघ,5,bigram
रेल्वे स्थानक,5,bigram
Election Result LIVE,5,trigram
करण्यात आले आहे,5,trigram
फलंदाजाला बाद,5,bigram
संत ज्ञानेश्वरांच्या,5,bigram
ज्ञानेश्वर महाराज,5,bigram
शेती केली जाते,4,trigram
मर्यादित षटकांचे,4,bigram
२०१९ रोजी,4,bigram
त्यामुळे हे,4,bigram
गोलमेज परिषदेच्या,4,bigram
आणि त्याने,4,bigram
साकारली आहे,4,bigram
७ नोव्हेंबर,4,bigram
केला जाऊ शकतो,4,trigram
भारतापेक्षा बऱ्याच लहान,4,trigram
बऱ्याच लहान अर्थव्यवस्था,4,trigram
लहान अर्थव्यवस्था असणाऱ्या,4,trigram
हल्ला करून,4,bigram
आणि फलंदाज,4,bigram
आंध्र प्रदेश,4,bigram
आणि चेंडू,4,bigram
करतो आणि,4,bigram
सामाजिक कार्यकर्ते,4,bigram
द ग्रेटेस्ट इंडियन,4,trigram
फलंदाजी करणारा संघ,4,trigram
अस्पृश्यांचे प्रतिनिधी म्हणून,4,trigram
माध्यमिक व,4,bigram
प्रत्येक संघात,4,bigram
वाढली आहे,4,bigram
ओळखले जाऊ लागले,4,trigram
केला गेला आहे,4,trigram
पेशवे मराठा साम्राज्याचे,4,trigram
ऑक्टोबर १९३० रोजी,4,trigram
च्या कलम,4,bigram
1967 च्या,4,bigram
कायदा 1967,4,bigram
पासपोर्ट कायदा,4,bigram
6 2,4,bigram
सुवर्ण विनिमय,4,bigram
हे संगणक,4,bigram
आहे तिथे,4,bigram
अनौपचारिक शिक्षण,4,bigram
आंदोलन मागे,4,bigram
असे ते,4,bigram
केली नाही,4,bigram
मीटर रुंद,4,bigram
आणि पूर्ण,4,bigram
पण ती,4,bigram
का म्हटलं,4,bigram
म्हणून ओळखल्या,4,bigram
पुणे विद्यापीठ,4,bigram
दिसून येतो,4,bigram
संस्कृत भाषेतील,4,bigram
जे काही,4,bigram
मसुदा समितीचे,4,bigram
पिंपरी चिंचवड,4,bigram
चित्रपटगीत चित्रपट,4,bigram
घोषित केले,4,bigram
याची कल्पना,4,bigram
पण तरीही,4,bigram
जंगली महाराज,4,bigram
काय आहेत,4,bigram
व विविध,4,bigram
व त्याची,4,bigram
सुरू होतो,4,bigram
झाला या,4,bigram
यांनी केले,4,bigram
आघाडीवर आहे,4,bigram
यांनी दिग्दर्शित,4,bigram
शेड्युल्ड कास्ट्स,4,bigram
अस्तित्वात आहे,4,bigram
रिस्क घेत,4,bigram
कधीच रिस्क,4,bigram
फक्त एकच,4,bigram
सामाजिक आणि,4,bigram
इतिहास आहे,4,bigram
ठाकरे यांच्या,4,bigram
की मी,4,bigram
गरज असते,4,bigram
करून त्यांनी,4,bigram
लहान मोठी,4,bigram
तयारी सुरू,4,bigram
इस्लामी राजवट,4,bigram
वध केला,4,bigram
कारण मी,4,bigram
म्हणून नियुक्त,4,bigram
परंतु त्यांनी,4,bigram
समर्पित आहे,4,bigram
दुसऱ्या गोलमेज,4,bigram
व दुसऱ्या,4,bigram
बाहेर गेला,4,bigram
पहिली महिला,4,bigram
मानले जातात,4,bigram
स्थानक हे,4,bigram
आणि त्याच्या,4,bigram
समान न्याय,4,bigram
पूर्णपणे बंद,4,bigram
स्वातंत्र्यसैनिक आहे,4,bigram
वैदिक संस्कृती,4,bigram
वैदिक काळात,4,bigram
मुंबई पुणे,4,bigram
आंतरराष्ट्रीय दर्जाचे,4,bigram
अभ्यास करत,4,bigram
राष्ट्रीय पुरस्कार,4,bigram
या चित्रपटाला,4,bigram
त्यांनी त्या,4,bigram
म्हणाले मी,4,bigram
काँग्रेसचे अध्यक्ष,4,bigram
एक किंवा,4,bigram
झालेल्या एका,4,bigram
6 चेंडूंवर,4,bigram
सुरेखा पुणेकर,4,bigram
मंदिरे धर्मशाळा,4,bigram
अधिक प्रमाणात,4,bigram
विद्यापीठ आणि,4,bigram
ते मुंबईला,4,bigram
असा की,4,bigram
गांधी यांनी,4,bigram
असल्याचे दिसून,4,bigram
खेळल्या जाणाऱ्या,4,bigram
युद्ध केले,4,bigram
एक महत्त्वाचा,4,bigram
आणि त्यावर,4,bigram
२००७ मध्ये,4,bigram
सादर केला,4,bigram
एक नवीन,4,bigram
बौद्ध व,4,bigram
म्हटलं की,4,bigram
विज्ञान आणि,4,bigram
एक मुहूर्त,4,bigram
५ ६,4,bigram
नाही की,4,bigram
गेली आणि,4,bigram
याच शहरात,4,bigram
वसाहत आहे,4,bigram
सर्वांत मोठी,4,bigram
शपथ घेतली,4,bigram
चौकशी केली,4,bigram
या खेळात,4,bigram
ज्ञानपीठ पुरस्कार,4,bigram
गरम पाणी,4,bigram
जास्त गरम,4,bigram
असतं आणि,4,bigram
करून त्यांना,4,bigram
शिक्षण मंडळ,4,bigram
काळ हा,4,bigram
क्रिकेट संघ,4,bigram
मोठा प्रभाव,4,bigram
एकत्र येतील,4,bigram
संस्थेची स्थापना,4,bigram
सुरुवात होते,4,bigram
बाबासाहेब आंबेडकरांचा,4,bigram
स्वरूप आहे,4,bigram
घेतली आहे,4,bigram
क्रिकेट आणि,4,bigram
आहे कारण,4,bigram
हवामान बदलाच्या,4,bigram
वापरली जाते,4,bigram
ते आपल्या,4,bigram
संस्कृती आणि,4,bigram
ध्येय होते,4,bigram
काळात भारतीय,4,bigram
महाराष्ट्र सरकारने,4,bigram
सांगतो की,4,bigram
ऑगस्ट 2025,4,bigram
साहित्य संमेलन,4,bigram
भारतीय संस्कृतीचा,4,bigram
मध्ये जेव्हा,4,bigram
या चित्रपटाने,4,bigram
इच्छा आहे,4,bigram
रद्द करण्यात,4,bigram
आली व,4,bigram
ऑक्टोबर १९३०,4,bigram
लेणी आहेत,4,bigram
जास्त आहे,4,bigram
स्थानक आहे,4,bigram
अशी ही,4,bigram
नाही का,4,bigram
कॉर्नेलिया सोराबजी,4,bigram
असे सांगतात,4,bigram
मी एक,4,bigram
ई बुक,4,bigram
राष्ट्रीय स्मारक,4,bigram
बीबीसीसाठी कलेक्टिव्ह,4,bigram
गेली होती,4,bigram
थोरले बाजीराव,4,bigram
ठाकरे यांनी,4,bigram
वापर करण्यास,4,bigram
जलतरण तलाव,4,bigram
वसंतदादा पाटील,4,bigram
नागपूर येथे,4,bigram
संत ज्ञानेश्वरांनी,4,bigram
अधिकृत संकेतस्थळ,4,bigram
प्रसाद यादव,4,bigram
लालू प्रसाद,4,bigram
पेशवे मराठा,4,bigram
अशी विधानं,4,bigram
करावे लागले,4,bigram
झाले असावे,4,bigram
वास्तव्य होते,4,bigram
जगातील सर्वांत,4,bigram
असा अंदाज,4,bigram
नावाच्या एका,4,bigram
असतात आणि,4,bigram
कठीण आहे,4,bigram
केल्या गेल्या,4,bigram
भारत व,4,bigram
पुण्यश्लोक अहिल्यादेवी,4,bigram
काय म्हणतात,4,bigram
एके काळी,4,bigram
अशा पद्धतीने,4,bigram
भारत हा,4,bigram
मराठी प्रतिनिधी,4,bigram
बाईट १,4,bigram
अस्तित्वात आहेत,4,bigram
मार्च १९२७,4,bigram
साजरी केली,4,bigram
हे गाणे,4,bigram
येत असतात,4,bigram
दिवस म्हणून,4,bigram
खेळवला गेला,4,bigram
15 रोजी,4,bigram
या तिन्ही,4,bigram
होता मात्र,4,bigram
राम कुमार,4,bigram
१२ व्या,4,bigram
गोष्ट म्हणजे,4,bigram
हे लक्षात,4,bigram
जाहीर केले,4,bigram
13 नोव्हेंबर,4,bigram
होते त्या,4,bigram
काही प्रमुख,4,bigram
प्रभावित होऊन,4,bigram
सल्लागार समिती,4,bigram
शाहू महाराज,4,bigram
तर कधी,4,bigram
होळकर यांच्या,4,bigram
बांधण्यात आले,4,bigram
या नावानेही,4,bigram
असेल तेव्हा,4,bigram
परिषद ही,4,bigram
यांच्या नेतृत्वाखाली,4,bigram
व रिलायन्स,4,bigram
मिळवला आहे,4,bigram
शकले नाहीत,4,bigram
निर्मिती करण्यात,4,bigram
काही वर्षांपूर्वी,4,bigram
अनेक संस्था,4,bigram
जानेवारी २०१७,4,bigram
या पेठेत,4,bigram
हा मार्ग,4,bigram
आळंदी येथे,4,bigram
ओळखले जाऊ,4,bigram
आपण त्याला,4,bigram
देवी मंदिर,4,bigram
नाही अशी,4,bigram
मोतीलाल नेहरू,4,bigram
होत असताना,4,bigram
उपयोग होतो,4,bigram
दोन्ही बाजूने,4,bigram
होते या,4,bigram
आणि महात्मा,4,bigram
लोकमान्य टिळक,4,bigram
लागत असे,4,bigram
स्वातंत्र्यपूर्व काळात,4,bigram
असं वाटतं,4,bigram
म्हणजे काय,4,bigram
पासून सुरू,4,bigram
नाशिक मधील,4,bigram
भारतीय क्रिकेट,4,bigram
कोश खंड,4,bigram
येत होते,4,bigram
महात्मा गांधींच्या,4,bigram
स्वातंत्र्य समता,4,bigram
महाविद्यालये आहेत,4,bigram
महाराज यांना,4,bigram
सरदार पटेल,4,bigram
समज आहे,4,bigram
अंतरावर आहे,4,bigram
शकुंतला देवी,4,bigram
प्रसार झाला,4,bigram
या ग्रंथाच्या,4,bigram
जावे लागले,4,bigram
विचार दर्शन,4,bigram
ग्रेटेस्ट इंडियन,4,bigram
द ग्रेटेस्ट,4,bigram
फलंदाजी करणारा,4,bigram
आणि फलंदाजी,4,bigram
व्यक्त केले,4,bigram
आणि तिला,4,bigram
दिल्ली येथे,4,bigram
तर पुढे,4,bigram
केली जातात,4,bigram
आंबेडकर आणि,4,bigram
गांधी विचार,4,bigram
नाहीत पण,4,bigram
आंबेडकरांनी या,4,bigram
नियुक्त केले,4,bigram
पाऊस पडतो,4,bigram
तर हे,4,bigram
खरं तर,4,bigram
बोलताना ते,4,bigram
यांनी लिहिलेल्या,4,bigram
हे माझं,4,bigram
नाही हा,4,bigram
पहिल्या महिला,4,bigram
१९५० रोजी,4,bigram
सेवा उपलब्ध,4,bigram
मुंबई दिल्ली,4,bigram
श्री ज्ञानेश्वर,4,bigram
आणि फक्त,4,bigram
फक्त आणि,4,bigram
असे दोन,4,bigram
करण्याची संधी,4,bigram
तेव्हा त्यांनी,4,bigram
हा सत्याग्रह,4,bigram
भारताच्या इतर,4,bigram
2015 रोजी,4,bigram
समस्यांना जबाबदार,4,bigram
निर्मिती केली,4,bigram
१८ व्या,4,bigram
हे स्वतंत्र,4,bigram
स्वतंत्र मजूर,4,bigram
पुढील प्रमाणे,4,bigram
अशी आहे,4,bigram
होऊ लागली,4,bigram
शिल्पकार की,4,bigram
नेहरू आधुनिक,4,bigram
संत तुकारामांचे,4,bigram
मुंबई उच्च,4,bigram
आणि शेवटी,4,bigram
शकतो आणि,4,bigram
परिवहन महामंडळाच्या,4,bigram
राज्य परिवहन,4,bigram
च्या दशकाच्या,4,bigram
ते पाच,4,bigram
म्हणतात हे,4,bigram
जास्त लोकसंख्या,4,bigram
म्हणून निवडून,4,bigram
२०१६ रोजी,4,bigram
श्री स्वामी,4,bigram
मुघल सम्राट,4,bigram
केलं पाहिजे,4,bigram
महाजन म्हणतात,4,bigram
पुरस्कार केला,4,bigram
सर्व माहिती,4,bigram
संयुक्त राष्ट्र,4,bigram
देवेंद्र फडणवीस,4,bigram
मुख्यमंत्री देवेंद्र,4,bigram
अनेक लहान,4,bigram
निर्माण झाला,4,bigram
या परिसरात,4,bigram
व ते,4,bigram
भाषेचा वापर,4,bigram
फुटबॉल हा,4,bigram
रद्द करण्याचा,4,bigram
दसऱ्याच्या दिवशी,4,bigram
इच्छा होती,4,bigram
सबा करीम,4,bigram
इतिहास आणि,4,bigram
डिसेंबर १९२७,4,bigram
परंपरा आहे,4,bigram
आणि तेही,4,bigram
त्यांचा मुलगा,4,bigram
महालक्ष्मी मंदिर,4,bigram
आणि आता,4,bigram
हा ग्रंथ,4,bigram
अँग्लो इंडियन,4,bigram
लागत नाही,4,bigram
शनिवार पेठ,4,bigram
सोमवार पेठ,4,bigram
गाणे रेकॉर्ड,4,bigram
रंकाळा तलाव,4,bigram
आशियातील सर्वांत,4,bigram
सर्वांत मोठा,4,bigram
हे त्यांच्या,4,bigram
भारत आणि,4,bigram
ते म्हणजे,4,bigram
काम करणाऱ्या,4,bigram
देण्यात आला,4,bigram
२० व्या,4,bigram
संताजी घोरपडे,4,bigram
हार्दिक शुभेच्छा,4,bigram
एक घर,4,bigram
करू शकते,4,bigram
येऊ शकतात,4,bigram
समजली जाते,4,bigram
पेठ ही,4,bigram
आहे जिथे,4,bigram
मोठे शहर,4,bigram
नदीच्या तीरावर,4,bigram
तुम्ही तुमच्या,4,bigram
उल्लेख केला,4,bigram
त्यामुळे या,4,bigram
प्रौद्योगिकी संस्थान,4,bigram
पुस्तक लिहिले,4,bigram
पहिले पंतप्रधान,4,bigram
धर्म अस्पृश्यांना,4,bigram
१ ते,4,bigram
२५ डिसेंबर,4,bigram
घेतले जाते,4,bigram
उत्तर दिलं,4,bigram
होईल असे,4,bigram
करणाऱ्या संघाने,4,bigram
शेवटी फलंदाजी,4,bigram
नगर नाला,4,bigram
29 रोजी,4,bigram
शहर म्हणून,4,bigram
विष्णू दिगंबर,4,bigram
आणि आर्थिक,4,bigram
कदम यांना,4,bigram
जास्त धावा,4,bigram
दिले आहेत,4,bigram
अनेक गोष्टी,4,bigram
या प्रकारच्या,4,bigram
विशेष महत्त्व,4,bigram
राजीनामा दिला,4,bigram
लहान अर्थव्यवस्था,4,bigram
बऱ्याच लहान,4,bigram
खूप गरम,4,bigram
करीत आहे,4,bigram
तर त्याचा,4,bigram
त्यांचा वापर,4,bigram
भारतापेक्षा बऱ्याच,4,bigram
आणि अगदी,4,bigram
जून १९४७,4,bigram
मारले गेले,4,bigram
तो काळ,4,bigram
रमाबाई आंबेडकर,4,bigram
हे पत्रक,4,bigram
केला जाऊ,4,bigram
भालचंद्र नेमाडे,4,bigram
दोन महिने,4,bigram
१९६२ मध्ये,4,bigram
नागरी सन्मान,4,bigram
तयार करण्यासाठी,4,bigram
बहुतेक सर्व,4,bigram
सर्वोच्च नागरी,4,bigram
शहर असून,4,bigram
मिळाले आहेत,4,bigram
शेती केली,4,bigram
भारतापेक्षा चांगलं,4,bigram
रँकिंग भारतापेक्षा,4,bigram
पासपोर्ट रँकिंग,4,bigram
देशांचं पासपोर्ट,4,bigram
क्रिकेट नियामक,4,bigram
हे दोन,4,bigram
असणाऱ्या रवांडा,4,bigram
अर्थव्यवस्था असणाऱ्या,4,bigram
डेक्कन जिमखाना,4,bigram
झाली पाहिजे,4,bigram
11 नोव्हेंबर,4,bigram
अशोक सराफ,4,bigram
च्या दरम्यान,4,bigram
जवळपास संपूर्ण,4,bigram
१६७४ रोजी,4,bigram
हे केवळ,4,bigram
मुंबईत आहेत,4,bigram
मुद्रांक शुल्क,4,bigram
आहे त्या,4,bigram
वसले आहे,4,bigram
निघून गेले,4,bigram
असे वाटते,4,bigram
बौद्ध धम्म,4,bigram
संलग्न आहेत,4,bigram
म्हणून घोषित,4,bigram
आहे त्याचा,4,bigram
आणि सर्व,4,bigram
कीर्तन हे,4,bigram
न ठेवता,4,bigram
जात नाहीत,4,bigram
वर्षे पूर्ण,4,bigram
भाषा मराठी,4,bigram
पसंत करतात,4,bigram
महत्त्वाची भूमिका,4,bigram
वर्षांचे असताना,4,bigram
हे आहे,4,bigram
आहे एक,4,bigram
एक पूर्ण,4,bigram
करण्याची क्षमता,4,bigram
संस्कृती कोश,4,bigram
हे महत्त्वाचे,4,bigram
भारतातील काही,4,bigram
चित्रपट प्रदर्शित,4,bigram
या चित्रपटाच्या,4,bigram
करणार नाही,4,bigram
आलेली आहे,4,bigram
सार्वजनिक जीवनात,4,bigram
संस्कृती मंडळ,4,bigram
राज्य साहित्य,4,bigram
विजय तेंडुलकर,4,bigram
आहेत त्यापैकी,4,bigram
लागले आणि,4,bigram
ते ही,4,bigram
या नावाने ओळखले,4,trigram
प्रश्न आणि त्यांची,4,trigram
परंपरा लाभलेली आहे,4,trigram
आली आणि,4,bigram
या प्रकरणी,4,bigram
मसुदा तयार,4,bigram
महाराष्ट्र हे,4,bigram
होत गेला,4,bigram
नाही तो,4,bigram
तर काय,4,bigram
करत करत,4,bigram
दक्षिण आफ्रिका,4,bigram
कमी झाला,4,bigram
ठेवला होता,4,bigram
पण त्यानंतर,4,bigram
चित्रपट होता,4,bigram
गडी बाद,4,bigram
वापर करता येतो,4,trigram
एक अतिरिक्त चेंडू,4,trigram
ते दोन,4,bigram
होते मात्र,4,bigram
त्यांच्याच शब्दांत,4,bigram
पूजा केली जाते,4,trigram
म्हणले आहे की,4,trigram
होते त्यांना,4,bigram
शुद्ध तृतीया,4,bigram
है तेरा,4,bigram
धर्मशाळा व,4,bigram
हा सण साजरा,4,trigram
पेठ असे नाव,4,trigram
निर्माण झाले,4,bigram
मराठी शब्द,4,bigram
लोकसभा मतदारसंघ,4,bigram
लिमये हे,4,bigram
बोलताना सांगितलं,4,bigram
हे सुद्धा,4,bigram
सर्व प्रकारच्या,4,bigram
आहेत व,4,bigram
आणि भारतातील,4,bigram
अनेक भारतीय,4,bigram
या शहरातील,4,bigram
ही बोली,4,bigram
असे तीन,4,bigram
सुन्या सुन्या,4,bigram
होतं की,4,bigram
जून ते,4,bigram
हे जंगल,4,bigram
आलं आहे,4,bigram
ही पदवी,4,bigram
भारत पाकिस्तान,4,bigram
साजरे होतात,4,bigram
काहीही माहिती,4,bigram
संदर्भांमध्ये काहीही,4,bigram
दिलेल्या संदर्भांमध्ये,4,bigram
मधू लिमये हे,4,trigram
काहीही माहिती नाही,4,trigram
संदर्भांमध्ये काहीही माहिती,4,trigram
त्यांचे बालपण,4,bigram
जारी केले,4,bigram
वाटत होतं,4,bigram
ठेवली होती,4,bigram
काय घडलं,4,bigram
समस्या निर्माण,4,bigram
दिलेल्या संदर्भांमध्ये काहीही,4,trigram
नावाने दिलेल्या संदर्भांमध्ये,4,trigram
करा चुकीचा कोड,4,trigram
उधृत करा चुकीचा,4,trigram
करार रद्द करण्याचा,4,trigram
नाही असा,4,bigram
किल्ला जिंकून,4,bigram
२०२३ रोजी,4,bigram
२ एप्रिल,4,bigram
व त्यांची,4,bigram
इतर काही,4,bigram
आले व,4,bigram
भारतीय स्वातंत्र्य,4,bigram
गाणे रेकॉर्ड केले,4,trigram
आयोजित केले जातात,4,trigram
नावाने दिलेल्या,4,bigram
चुकीचा कोड,4,bigram
करा चुकीचा,4,bigram
लिहिली होती,4,bigram
जतन केले,4,bigram
त्यांचे निधन झाले,4,trigram
निर्माण झालेल्या,4,bigram
व ब्रिटिश,4,bigram
रामदास स्वामी,4,bigram
उपलब्ध होईल,4,bigram
गाणी गायली,4,bigram
शेती ही,4,bigram
होते म्हणून,4,bigram
समोर आली,4,bigram
या प्रमुख,4,bigram
भारतीय व,4,bigram
१९४६ रोजी,4,bigram
घटना परिषदेचे,4,bigram
मला या,4,bigram
एक म्हणजे,4,bigram
रद्द करण्याचा निर्णय,4,trigram
आणि त्याचे,4,bigram
आणि शिवाजी,4,bigram
कलम 6 2,4,trigram
केला जो,4,bigram
करण्यात आलं,4,bigram
दाखल करण्यात,4,bigram
काय काय,4,bigram
हा बदल,4,bigram
अनुवादित मूळ इंग्रजी,4,trigram
म्हणून प्रसिद्ध आहे,4,trigram
तयारी सुरू केली,4,trigram
विजया खोटे,4,bigram
निवडून येण्यासाठी,4,bigram
लालू प्रसाद यादव,4,trigram
15 रोजी मूळ,4,trigram
फक्त आणि फक्त,4,trigram
पेठ असे,4,bigram
अस्पृश्य हे,4,bigram
शिक्षण पूर्ण,4,bigram
सर्वात मोठ्या,4,bigram
आणि तिच्या,4,bigram
केल्या होत्या,4,bigram
गणेश मंदिर,4,bigram
होती ती,4,bigram
बीबीसी मराठी प्रतिनिधी,4,trigram
पुण्यश्लोक अहिल्यादेवी होळकर,4,trigram
सांगितले होते की,4,trigram
म्हणून संबोधले,4,bigram
दिन म्हणून साजरा,4,trigram
1967 च्या कलम,4,trigram
कायदा 1967 च्या,4,trigram
पासपोर्ट कायदा 1967,4,trigram
निवडून आले,4,bigram
सुलभा महाजन,4,bigram
2015 रोजी मूळ,4,trigram
बोलताना ते म्हणाले,4,trigram
लता मंगेशकर यांनी,4,trigram
निर्मिती करण्यात आली,4,trigram
समाधी घेतली,4,bigram
आहे किंवा,4,bigram
राहिले आणि,4,bigram
व बौद्ध,4,bigram
१२ जानेवारी,4,bigram
घेण्यात आली,4,bigram
नगर हवेली,4,bigram
आणि नगर,4,bigram
आणि नामदेव,4,bigram
केल्या आहेत,4,bigram
संशोधन केंद्र,4,bigram
शाहू महाराजांचे,4,bigram
केला तसेच,4,bigram
या नावाचा,4,bigram
देशपांडे यांच्या,4,bigram
नदी ही,4,bigram
सरस्वती नदी,4,bigram
