token,pos
पत्करून,NOUN
एकमेकांसाठी,PP
एकमेकांसह,NOUN
उभं,NOUN
ठाकण्याची,NOUN
सरोगेट,NOUN
जखमी,NOUN
इस्रायली,VERB
सैनिकांना,NOUN
बायको,NOUN
माझ्यावर,PP
वर्षं,NOUN
बलात्कार,NOUN
फेब्रुवारी,NOUN
सवय,NOUN
आजार,NOUN
25,NUM
नितीन,NOUN
सुलतानेRole,NOUN
आयुष्यात,NOUN
फरक,NOUN
पडणार,NOUN
एखाद्याने,PP
समकालीन,NOUN
संवाद,NOUN
वर्षांपूर्वीच्या,PP
चित्रपटातला,PP
राज्य,NOUN
मुख्यमंत्री,NOUN
सत्ता,NOUN
पाडण्यासाठी,PP
त्यांच्याच,NOUN
बरोबर,NOUN
डोक्यांची,NOUN
कारस्थानं,NOUN
सगळ्याचं,NOUN
निरीक्षण,NOUN
करणारा,NOUN
सभोवतालीच,NOUN
घडत,NOUN
सिनेमाची,NOUN
पडद्यामागच्या,PP
राजकारणाचा,NOUN
चेहरा,NOUN
समोर,NOUN
सर्वांसमोर,NOUN
आणणारा,NOUN
अरुण,NOUN
साधूंची,NOUN
कथा,NOUN
तेंडुलकरांची,NOUN
पटकथा,NOUN
अन्,NOUN
जब्बार,NOUN
पटेलांचं,NOUN
दिग्दर्शन,NOUN
दिग्गजांच्या,PP
स्पर्शानं,NOUN
सोनं,NOUN
त्यामुळंच,NOUN
वाटणारा,NOUN
महाराष्ट्राच्या,PP
मुख्यमंत्र्यांना,NOUN
फोननं,NOUN
सस्पेन्स,NOUN
येनकेन,NOUN
प्रकारे,NOUN
टिकवण्यासाठी,PP
धडपड,NOUN
येणारा,NOUN
राजकारणातील,NOUN
क्रूरपणा,NOUN
थक्क,NOUN
सोडणारा,NOUN
सिनेसृष्टीला,PP
सोन्याचे,NOUN
चित्रपटांपैकी,NOUN
विषयी,NOUN
आज,PART
घेऊया,NOUN
मुखवट्यामागचा,NOUN
दाखवणारा,NOUN
सारखा,NOUN
केल्यानंतर,NOUN
पटेलांनी,NOUN
जैत,NOUN
रे,PART
असलेला,PP
राजकारणासारख्या,NOUN
विषयाला,PP
हात,NOUN
घालत,NOUN
तेवढ्याच,NOUN
ताकदीनं,NOUN
शिवधनुष्य,NOUN
पेललं,NOUN
खऱ्या,NOUN
अर्थानं,NOUN
मराठीतला,PP
अप्रतिम,NOUN
मल्टीस्टारर,NOUN
कालातीत,NOUN
हसत,NOUN
टोकाच्या,PP
घेणारे,NOUN
राजकारणी,NOUN
दाखवतानाच,NOUN
पात्रांच्या,PP
माध्यमातून,NOUN
मानवी,NOUN
स्वभावाचे,NOUN
पदरही,NOUN
उलगडून,NOUN
दाखवण्याचा,NOUN
चित्रपटातून,NOUN
दिसतो,NOUN
पाहताना,NOUN
कुठंही,NOUN
जुना,NOUN
पद्धतीनं,NOUN
शह,PART
काटशहचं,NOUN
गरिबी,NOUN
जातींतील,NOUN
लोकांचं,NOUN
महिलांचं,NOUN
असंच,NOUN
किंबहुना,NOUN
जरा,NOUN
क्रूर,NOUN
प्रेक्षकाचा,NOUN
बसल्याशिवाय,NOUN
राहत,NOUN
वृत्तपत्रांशिवाय,NOUN
माध्यमांचे,NOUN
फारसे,NOUN
बातम्यांच्या,PP
पडद्यामागं,NOUN
दाखवत,NOUN
खरा,NOUN
चित्रपटानं,NOUN
लोकांसमोर,NOUN
आणला,PP
चित्रपटाची,NOUN
साहित्यिक,NOUN
साधूंनी,NOUN
दिनांक,NOUN
कादंबऱ्यांवर,PP
बेतलेली,VERB
कादंबऱ्या,NOUN
वाचल्यानंतर,NOUN
पटेल,NOUN
चित्रपटाचा,NOUN
जाणवलं,NOUN
बनवायचा,NOUN
तेंडुलकरांकडे,PP
दोन्हींवरून,NOUN
लिहायला,PP
सांगितली,VERB
पत्रकारिता,NOUN
जवळून,NOUN
अनुभवलं,NOUN
सत्ताकेंद्रांशी,NOUN
संबंधितांशी,NOUN
निमित्ताने,PP
अर्क,NOUN
कादंबऱ्यांमध्ये,PP
उतरलेला,PP
कथेची,NOUN
लिहिले,VERB
साक्षात,NOUN
पटेलांबरोबरचा,NOUN
पहिला,PP
एकाहून,NOUN
वरचढ,NOUN
संवादांचा,NOUN
खजिना,NOUN
सिंहासनच्या,PP
परिस्थितीवर,PP
भाष्य,NOUN
संधी,NOUN
कादंबरींचा,NOUN
मिलाफ,NOUN
रचलेली,VERB
चित्रपटातले,VERB
मोजके,NOUN
प्रभावी,NOUN
हुकुमाचा,NOUN
एक्का,NOUN
दिग्गजांची,NOUN
लेखकाच्या,PP
कलाकृतीवरून,NOUN
दुसरी,NOUN
कलाकृती,NOUN
दुसऱ्याला,PP
जराही,NOUN
असुरक्षितता,NOUN
नसल्याचंही,NOUN
चित्रपटामध्येच,NOUN
कादंबरीचा,NOUN
कौतुक,NOUN
सहकाऱ्याला,PP
नवं,NOUN
वाचताय,NOUN
विचारतात,VERB
कादंबरी,NOUN
वाचतो,NOUN
सत्तेला,PP
चटवून,NOUN
नादान,NOUN
याचं,NOUN
वर्णन,NOUN
यापेक्षा,NOUN
मोठेपणा,NOUN
असणार,NOUN
मल्टिस्टारर,NOUN
सृष्टीतला,PP
वावगं,NOUN
ठरणार,NOUN
निळू,NOUN
दिगू,NOUN
टिपणीस,NOUN
सरनाईक,NOUN
जिवाजीराव,NOUN
श्रीराम,NOUN
अर्थमंत्री,NOUN
विश्वासराव,NOUN
रिमा,NOUN
विश्वासरावांची,NOUN
सून,NOUN
कमल,NOUN
सतीष,NOUN
दुभाषी,NOUN
कामगार,NOUN
सबास्टियन,NOUN
डिकास्टा,NOUN
मंत्र्यांच्या,PP
भूमिकेत,NOUN
मोहन,NOUN
आगाशे,NOUN
दत्ता,NOUN
भट,PART
श्रीकांत,NOUN
मोघे,NOUN
नाना,NOUN
पाटेकर,NOUN
जयवंत,NOUN
हर्डीकर,NOUN
उषा,NOUN
नाडकर्णी,NOUN
लालन,NOUN
सारंग,NOUN
सरस,NOUN
दिसले,VERB
चित्रपटातलं,NOUN
कास्टिंगही,NOUN
विचारपूर्वक,NOUN
प्रतिमा,NOUN
तमाशापटातील,NOUN
अभिनेत्याची,NOUN
नाटकांतल्या,NOUN
पाहिलेल्या,NOUN
असल्यानं,NOUN
मुख्यमंत्र्यांची,NOUN
उत्तमपणे,NOUN
साकारली,VERB
सांगितलंय,NOUN
आलेला,PP
निनावी,NOUN
त्यांचेच,NOUN
असल्याची,NOUN
देतो,NOUN
विरुद्ध,NOUN
इतरांचं,NOUN
एकमेकांवर,PP
कुरघोडी,NOUN
करण्यासाठीचं,NOUN
घसरत,NOUN
जाणारी,NOUN
राजकारणाची,NOUN
पातळी,NOUN
सगळा,NOUN
खेळ,NOUN
त्याचवेळी,NOUN
कामगारांच्या,PP
भ्रष्टाचार,NOUN
घेण्यासाठी,PP
मुख्यमंत्र्यांकडून,NOUN
ब्लॅकमेलिंग,NOUN
सत्तेतीलच,NOUN
विरोधकांकडून,NOUN
इतरांना,NOUN
आमिषं,NOUN
हेही,NOUN
सुरुच,NOUN
नजरेतून,NOUN
सामन्यांचा,NOUN
दृष्टीकोन,NOUN
साकारलेली,VERB
पत्रकाराची,NOUN
वेगळ्या,NOUN
प्रकारची,NOUN
ठरली,VERB
चित्रपटाच्या,PP
आधीपर्यंत,NOUN
फुलेंनी,NOUN
गावच्या,PP
सरपंचांपासून,NOUN
सामनातल्या,NOUN
सहकारसम्राटापर्यंत,NOUN
राजकारण्यांच्या,PP
केल्या,NOUN
एवढे,NOUN
चित्रपटातही,NOUN
नेत्यांची,NOUN
सहजपणे,NOUN
स्वतःचं,NOUN
नेत्याचं,NOUN
कंटाळला,PP
पटेलांना,NOUN
निरीक्षकाच्या,PP
वावरणाऱ्या,NOUN
पहिल्याच,NOUN
फ्रेममध्ये,PP
मुंबईच्या,PP
गर्दीत,NOUN
दिसणाऱ्या,NOUN
पत्रकारापासून,NOUN
होणारी,NOUN
अखेरीस,NOUN
उद्विग्न,NOUN
पत्रकारावर,PP
होणारा,NOUN
पहिलं,NOUN
शेवटचं,NOUN
फुलेंवरच,NOUN
बाजूंमधील,NOUN
मध्यस्थ,NOUN
वाटावा,NOUN
सूत्रधार,NOUN
भासावा,NOUN
निळूभाऊंच्या,PP
वाट्याला,PP
केलेली,VERB
कमालही,NOUN
औरच,NOUN
सत्तेबद्दल,NOUN
असणारी,NOUN
चीडही,NOUN
हसण्यामागं,NOUN
लपवत,NOUN
मध्यमवर्गीय,NOUN
मानसिकता,NOUN
भूमिकेतून,NOUN
दिसते,NOUN
सत्तेतील,NOUN
केंद्रांकडून,NOUN
आपला,PP
चलाखीनं,NOUN
त्यापासून,NOUN
राहण्याचं,NOUN
कसबही,NOUN
साधत,NOUN
राजकारण्यांबरोबर,NOUN
वावरतानाची,NOUN
हुशारी,NOUN
वेश्याव्यवसायातून,NOUN
अंथरुणाला,PP
खिळलेल्या,NOUN
प्रेयसीवरील,NOUN
जीव,NOUN
सत्तेच्या,PP
खेळातून,NOUN
उद्विग्नता,NOUN
निळूभाऊंनी,NOUN
अभिनयाचा,NOUN
कस,PART
लावलेला,PP
संवादांची,NOUN
पर्वणी,NOUN
तेंडुलकर,NOUN
जोडीचा,NOUN
करिश्मा,NOUN
सिंहासनमध्येही,NOUN
दमदार,NOUN
डायलॉग,NOUN
शब्द,NOUN
दृश्यांमधून,NOUN
सजहपणे,NOUN
तेवढंच,NOUN
प्रभावीपणे,NOUN
सांगण्याची,NOUN
पटेलांची,NOUN
हातोटी,NOUN
मुख्यमंत्र्यांनंतर,NOUN
क्रमांकावर,PP
यांच्यातले,VERB
अशाचप्रकारे,NOUN
सांगून,NOUN
सुनेशी,NOUN
गरजेपेक्षा,NOUN
राजकारणात,NOUN
सुनेचा,NOUN
सासरा,NOUN
सूनेच्या,PP
बॅडमिंटन,NOUN
खेळल्यानंतर,NOUN
बाई,NOUN
दॅट,NOUN
इज,PART
अ,PART
लव्हली,VERB
गेम,NOUN
यू,PART
प्लेड,NOUN
सुनेचं,NOUN
मुलाच्या,PP
चेहऱ्यावरचे,NOUN
भाव,NOUN
संवादापलिकडचं,NOUN
बोलतात,VERB
मिसेस,NOUN
चंद्रापुरेंच्या,PP
भूमिकेतील,NOUN
उद्योजकांमध्ये,PP
नातं,NOUN
उद्योजकही,NOUN
राजकारण्यांना,NOUN
खुश,NOUN
ठेवण्याचा,NOUN
मिनिटांत,NOUN
दाखवून,NOUN
दिलं,NOUN
दिगूला,PP
गाडीतून,NOUN
सोडताना,NOUN
चंद्रापुरेंचा,NOUN
बोलण्याचा,NOUN
ढळणारा,NOUN
पदर,NOUN
सेकंदांच्या,PP
दृश्यातूनही,NOUN
साधलंय,NOUN
याशिवाय,NOUN
दृश्यात,NOUN
आमदाराकडे,PP
गावातील,NOUN
सोन्या,NOUN
महार,NOUN
मुलानं,NOUN
मुलीवर,PP
अत्याचार,NOUN
बाळ,NOUN
झाल्याचं,NOUN
आमदाराकडं,NOUN
नसतो,NOUN
सीनही,NOUN
संदेश,NOUN
देऊन,NOUN
संवादाचं,NOUN
म्हणायचं,NOUN
अगदीच,NOUN
भिडणारे,NOUN
दिगूची,NOUN
शेजारीन,NOUN
वहिणी,NOUN
ऐकवत,NOUN
म्हणते,NOUN
पुढारी,NOUN
मंत्री,NOUN
भांडत,NOUN
बसणार,NOUN
छापा,NOUN
आम्हा,NOUN
पाण्यासाठी,PP
तडफडणाऱ्यांची,NOUN
नेत्याची,NOUN
यांच्याशी,NOUN
जुगलबंदी,NOUN
बनण्यासाठी,PP
मागताना,NOUN
अटी,NOUN
नव्या,NOUN
मंत्रालयासमोर,NOUN
जोड्याने,PP
मारेन,NOUN
संवादाद्वारे,NOUN
पात्राचा,NOUN
धाडसीपणा,NOUN
रुजला,PP
मुख्यमंत्र्यांशी,NOUN
तोंडावर,PP
चिकटलेले,VERB
मुंगळे,NOUN
ज्यादिवशी,NOUN
जाल,NOUN
दिवशी,NOUN
देशाला,PP
भवितव्य,NOUN
टोमण्याला,PP
मुख्यमंत्र्यांचं,NOUN
येतील,NOUN
सांगणंही,NOUN
व्याख्या,NOUN
चपखलपणे,NOUN
मांडलंय,NOUN
राजकारणावरच्या,PP
अडीच,NOUN
तासांहून,NOUN
गाणं,NOUN
तेही,NOUN
नेण्यासाठी,PP
वापरण्यात,NOUN
सुरेश,NOUN
भटांनी,NOUN
शब्दांना,NOUN
हृदयनाथ,NOUN
मंगेशकरांनी,NOUN
लावलेली,VERB
चाल,NOUN
आशा,NOUN
भोसलेंच्या,PP
स्वरांनी,NOUN
फुललेलं,NOUN
काळातलं,NOUN
वाटल्याशिवाय,NOUN
आजूबाजूला,PP
नकारात्मकता,NOUN
शोषणाचं,NOUN
दुःख,NOUN
मांडतानाच,NOUN
अरे,NOUN
आयुष्यांच्या,PP
पेटवा,NOUN
मशाली,VERB
पेटून,NOUN
उठण्याचं,NOUN
देणारं,NOUN
गीत,NOUN
स्फुरण,NOUN
देतं,NOUN
गाण्याचे,NOUN
दृश्याचा,NOUN
मिलाफही,NOUN
सुंदरपणे,NOUN
पोरीसहं,NOUN
निराश,NOUN
गाण्याच्या,PP
उभा,NOUN
बंदीशाला,PP
जिथे,NOUN
देवकीचा,NOUN
पान्हा,NOUN
दूधाने,PP
जळाला,PP
ओळी,NOUN
पाहणाऱ्याला,PP
व्यापक,NOUN
अशाच,NOUN
समाजाचं,NOUN
रुप,NOUN
मांडण्यासाठी,PP
विधीमंडळाचा,NOUN
राखा,NOUN
चित्रपटाला,PP
44,NUM
आयोजित,NOUN
कार्यक्रमात,NOUN
चित्रपटाशी,NOUN
किस्से,NOUN
सचिवांनी,NOUN
नकार,NOUN
देऊनही,NOUN
पवारांनी,NOUN
विधीमंडळ,NOUN
शुटिंगसाठी,PP
उपपंतप्रधान,NOUN
मुंबईला,PP
भेट,NOUN
कादंबरीत,NOUN
शुष्क,NOUN
बनणार,NOUN
दिनांकचाही,NOUN
भाह,NOUN
शाबासकी,NOUN
पाठीवर,PP
थाप,NOUN
चव्हाणांनी,NOUN
सभागृहाचा,NOUN
घेण्याचा,NOUN
सल्लाही,NOUN
जयराम,NOUN
तस्करीचं,NOUN
गुन्हेगार,NOUN
हर्डीकरचा,NOUN
चित्रपटानंतर,NOUN
अपघातात,VERB
हर्डीकरांच्या,PP
पत्नी,NOUN
वर्ष,NOUN
पाटेकरांशी,NOUN
नव्हत्या,NOUN
मारल्याने,PP
अपशकुन,NOUN
नवरा,NOUN
मत,PART
आठवण,NOUN
नानांनी,NOUN
चित्रपटाचं,NOUN
शुटिंग,NOUN
संपलं,NOUN
जनता,NOUN
सरकारचा,NOUN
कार्यकाळ,NOUN
संपत,NOUN
इंदिरा,NOUN
दाट,NOUN
सरकारमध्ये,PP
जाणार,NOUN
भीती,NOUN
सरकारच्या,PP
कार्यकाळात,NOUN
रात्रीत,NOUN
रिलीजही,NOUN
वकिलानं,NOUN
डिसेंबरला,PP
हिंदमाताला,PP
रात्रीचा,NOUN
शो,PART
ठरवलं,NOUN
वृत्तपत्रात,NOUN
जाहिरातही,NOUN
तेव्हाही,NOUN
जाहिरात,NOUN
वाचून,NOUN
लोकं,NOUN
डेक्कन,NOUN
जिमखान्यावर,PP
थिएटरमध्ये,PP
प्रिमियर,NOUN
शोला,PP
आठवड्याभराचे,NOUN
28,NUM
बूक,NOUN
झालेले,VERB
आठवडे,NOUN
एकूणच,NOUN
हिंदी,NOUN
सृष्टीमध्येही,NOUN
विषयांवर,PP
पटेलांच्या,PP
सिंहासनचं,NOUN
भागातील,NOUN
राज्यकर्त्यावरचा,NOUN
सिंहासनमध्ये,PP
त्याभोवती,NOUN
व्यवस्था,NOUN
कशा,NOUN
चालते,NOUN
लोकांनाही,NOUN
भावलं,NOUN
मारुती,NOUN
कांबळेचं,NOUN
विचारण्याचं,NOUN
धाडस,NOUN
50,NUM
कल्ट,NOUN
27,NUM
57,NUM
चाललेल्या,NOUN
सातासमुद्रापार,NOUN
गाजलेल्या,NOUN
चित्रपटाने,PP
तुकोबांची,NOUN
रुजवली,VERB
कोकणातील,NOUN
निसर्गासाठी,PP
खाणींविरोधात,NOUN
घेणारा,NOUN
दशावतार,NOUN
महत्त्वाचा,NOUN
जगातल्या,NOUN
199,NUM
भारतीय,NOUN
पासपोर्टचा,NOUN
कितवा,NOUN
माहित्येय,NOUN
85,NUM
वर्षीपेक्षा,NOUN
जागांनी,NOUN
घसरलंय,NOUN
घाना,NOUN
अझरबैजानसारख्या,NOUN
जगभरातल्या,NOUN
देशांच्या,PP
पासपोर्टचं,NOUN
ठरतं,NOUN
कोणता,NOUN
आंतरराष्ट्रीय,NOUN
प्रवासावर,PP
घेऊ,NOUN
No,PART
Cost,NOUN
EMI,NOUN
व्याज,NOUN
घेतलं,NOUN
घ्यायची,NOUN
15,NUM
थिएटरची,NOUN
क्रेझ,NOUN
कोव्हिडनंतर,NOUN
विंचूदंश,NOUN
सर्पदंश,NOUN
उपचारांपासून,NOUN
नैतिकतेपर्यंत,NOUN
हिम्मतराव,NOUN
बावस्करांची,NOUN
सडेतोड,NOUN
मुलाखत12,NOUN
मुलाखत,NOUN
मेघालयच्या,PP
आकाश,NOUN
चौधरीनं,NOUN
इतिहास,NOUN
घडवला,PP
प्रथम,NOUN
श्रेणी,NOUN
क्रिकेटमध्ये,PP
अर्धशतक,NOUN
विक्रम,NOUN
त्यानं,NOUN
चेंडूंवर,PP
लागोपाठ,NOUN
षटकारदेखील,NOUN
ठोकले,VERB
कामगिरी,NOUN
षटकार,NOUN
लगावणारा,NOUN
तिसरा,NOUN
खेळाडू,NOUN
सूरतमध्ये,PP
रणजी,NOUN
ट्रॉफीच्या,PP
प्लेट,NOUN
ग्रुपमधील,NOUN
अरुणाचल,NOUN
प्रदेशच्या,PP
विरुद्धच्या,PP
सामन्याच्या,PP
मेघालयची,NOUN
धावसंख्या,NOUN
गडी,NOUN
बाद,NOUN
576,NUM
धावा,NOUN
आठव्या,NOUN
फलंदाजीसाठी,PP
मेघालयनं,NOUN
628,NUM
डाव,NOUN
घोषीत,NOUN
डावात,NOUN
प्रदेशचा,NOUN
संघ,NOUN
73,NUM
धावांवर,PP
शास्त्री,NOUN
सोबर्सच्या,PP
विक्रमाची,NOUN
बरोबरी,NOUN
आकाशनं,NOUN
करण्याआधी,NOUN
लगावण्याचा,NOUN
वेस्ट,NOUN
इंडिजचा,NOUN
गॅरी,NOUN
सोबर्स,NOUN
रवि,NOUN
शास्त्रीच्या,PP
नावावर,PP
आफ्रिकेच्या,PP
माइक,NOUN
प्रॉक्टरनंदेखील,NOUN
लगावले,VERB
षटकांमध्ये,PP
ओव्हरच्या,PP
काढल्या,NOUN
डावखुरा,NOUN
स्पिनर,NOUN
लिमार,NOUN
डाबीच्या,PP
षटकात,NOUN
यानंतर,NOUN
षटकांतही,NOUN
टीएनआर,NOUN
मोहीतला,PP
लगावत,NOUN
लीसेस्टरशायरच्या,PP
वेन,NOUN
व्हाईटच्या,PP
2012,NUM
एसेक्स,NOUN
सामन्यात,NOUN
चेंडूंमध्ये,PP
झळकावलं,NOUN
ईएसपीएनक्रिकइन्फोने,PP
वेळेचा,NOUN
क्रिकेटच्या,PP
इतिहासातील,NOUN
दुसरं,NOUN
वेगवान,NOUN
ईएसपीएनक्रिकइन्फोच्या,PP
अर्धशतकाचा,NOUN
क्लाईव्ह,NOUN
इनमॅनच्या,PP
1965,NUM
लीसेस्टरशायरकडून,NOUN
नॉटिंघमशायरविरुद्ध,NOUN
खेळताना,NOUN
चौधरी,NOUN
उजव्या,NOUN
हाताचा,NOUN
मध्यमगती,NOUN
गोलंदाज,NOUN
हातानं,NOUN
फलंदाजी,NOUN
जन्म,NOUN
1999,NUM
30,NUM
सामन्यांमधून,NOUN
37,NUM
सरासरीनं,NOUN
503,NUM
97,NUM
एकूण,NOUN
87,NUM
बनदीप,NOUN
याच्या,PP
2015,NUM
जम्मू,NOUN
काश्मीरकडून,NOUN
त्रिपुराच्या,PP
संघाविरुद्ध,NOUN
ठोकण्याचा,NOUN
सोबर्सनं,NOUN
1968,NUM
नॉटिंघमशायर,NOUN
ग्लेमॉर्गनमध्ये,PP
काऊंटी,NOUN
मॅल्कम,NOUN
नॅशरच्या,PP
भारताचा,NOUN
अष्टपैलू,NOUN
शास्त्रीनं,NOUN
1984,NUM
मुंबईकडून,NOUN
बडोद्याच्या,PP
त्यावेळेस,NOUN
तिलक,NOUN
राजच्या,PP
गोलंदाजीवर,PP
चौधरीच्या,PP
कामगिरीबद्दल,NOUN
मेघालय,NOUN
क्रिकेट,NOUN
असोसिएशनचे,NOUN
अध्यक्ष,NOUN
नबा,NOUN
भट्टाचार्य,NOUN
बीबीसीचे,NOUN
सहयोगी,NOUN
दिलीप,NOUN
शर्मा,NOUN
दिवसात,NOUN
सुरुवातीपासूनच,NOUN
मेहनती,NOUN
संघाचा,NOUN
ओपनर,NOUN
विकसित,NOUN
अंडर,NOUN
16,NUM
सामन्यांमध्ये,PP
उत्तम,NOUN
पासून,NOUN
ट्रॉफीमध्ये,PP
खेळतो,NOUN
चौधरीबद्दल,NOUN
कुटुंबातील,NOUN
आकाशचा,NOUN
संगोपन,NOUN
मेघालयमध्येच,NOUN
त्याचे,NOUN
वडील,NOUN
मेघालयातच,NOUN
सरकारचे,NOUN
कर्मचारी,NOUN
शिलाँगच्या,PP
केंद्रीय,NOUN
विद्यालयात,NOUN
शालेय,NOUN
दिवसांपासूनच,NOUN
मूलत,NOUN
आकाशचं,NOUN
कुटुंबं,NOUN
बिहारमधील,NOUN
मेघालयचेच,NOUN
रहिवासी,NOUN
आकाशला,PP
आयपीएलसारख्या,NOUN
स्पर्धांमध्ये,PP
खेळण्याची,NOUN
आशादेखील,NOUN
व्यक्त,NOUN
क्रिकेटर,NOUN
नसता,NOUN
रवींद्र,NOUN
जडेजानं,NOUN
सर्वोत्तम,NOUN
ऑलराऊंडर,NOUN
खेळलास,NOUN
तुझा,NOUN
मुलगा,NOUN
भारतासाठी,PP
खेळेल,NOUN
अभिषेक,NOUN
शर्माची,NOUN
गोष्ट26,NOUN
अमोल,NOUN
मुजुमदार,NOUN
ज्यांना,NOUN
इंडिया,NOUN
साठी,PP
खेळणं,NOUN
स्वप्नच,NOUN
राहिलं3,NOUN
राहिलं,NOUN
दिल्लीपासून,NOUN
35,NUM
किमी,NOUN
अंतरावर,PP
धौज,NOUN
गावाची,NOUN
सीमा,NOUN
होताच,NOUN
पोलिसांचे,NOUN
बॅरिकेड्स,NOUN
लागतात,VERB
डझनभर,NOUN
सैनिक,NOUN
येथून,NOUN
वाहनाची,NOUN
तपासणी,NOUN
असल्यास,NOUN
ड्रायव्हरच्या,PP
नंबरसह,NOUN
नोंदवली,VERB
रस्त्यापासून,NOUN
70,NUM
एकरपेक्षा,NOUN
पसरलेले,VERB
भिंतींनी,NOUN
वेढलेले,VERB
फलाह,NOUN
विद्यापीठाचे,NOUN
मोठे,NOUN
कॅम्पस,NOUN
विद्यापीठाच्या,PP
गेटबाहेरील,NOUN
पत्रकारांना,NOUN
आत,PART
जाण्यापासून,NOUN
विद्यापीठ,NOUN
कॅम्पसमधून,NOUN
बाहेर,NOUN
पडणाऱ्या,NOUN
लोकांशी,NOUN
बोलण्याच्या,PP
मायक्रोफोन,NOUN
धरणारे,NOUN
संख्येने,PP
त्यापैकी,NOUN
बहुतेक,NOUN
प्रतिसाद,NOUN
देता,NOUN
निघून,NOUN
लोकांचा,NOUN
पाठलागही,NOUN
गोंगाटात,NOUN
चेहऱ्यावर,PP
संकोच,NOUN
2014,NUM
यावर्षी,NOUN
ऑक्टोबरच्या,PP
उत्तरार्धात,NOUN
प्रकाशझोतात,VERB
काश्मीर,NOUN
हरियाणा,NOUN
कारवाईत,NOUN
शिकवणाऱ्या,NOUN
नोव्हेंबरला,PP
दिल्लीत,NOUN
तपासाचे,NOUN
बनले,VERB
बुधवारी,NOUN
यंत्रणेच्या,PP
एनआयए,NOUN
पथकांनी,NOUN
कॅम्पसची,NOUN
मेकॅनिकल,NOUN
इंजिनीअरने,PP
केलेले,VERB
विधानसभेने,PP
मंजूर,NOUN
कायद्यांतर्गत,NOUN
दिल्लीतील,NOUN
ओखला,PP
जामिया,NOUN
नोंदणीकृत,NOUN
चॅरिटेबल,NOUN
ट्रस्टद्वारे,NOUN
चालविले,VERB
व्यवसायाने,PP
अभियंता,NOUN
जावेद,NOUN
सिद्दीकी,NOUN
1995,NUM
ट्रस्टचे,NOUN
संस्थापक,NOUN
ट्रस्टने,PP
1997,NUM
शैक्षणिक,NOUN
करण्यास,NOUN
फरीदाबादच्या,PP
गावात,NOUN
अभियांत्रिकी,NOUN
महाविद्यालय,NOUN
2006,NUM
2008,NUM
कॉलेज,NOUN
एज्युकेशन,NOUN
ब्राउन,NOUN
हिल,NOUN
इंजिनीअरिंगची,NOUN
अनुदान,NOUN
आयोगानेही,NOUN
यूजीसी,NOUN
विद्यापीठाला,PP
मान्यता,NOUN
शिक्षणाला,PP
2016,NUM
स्कूल,NOUN
सायन्सेसला,PP
महाविद्यालयात,NOUN
एमबीबीएस,NOUN
व्यतिरिक्त,NOUN
विज्ञान,NOUN
विषयातील,NOUN
पदव्युत्तर,NOUN
अभ्यासक्रमही,NOUN
नॅशनल,NOUN
असेसमेंट,NOUN
अॅक्रिडिटेशन,NOUN
कौन्सिल,NOUN
एनएएसी,NOUN
द्वारे,NOUN
एनएएसीने,PP
प्रमाणपत्र,NOUN
बनावट,NOUN
निवेदन,NOUN
जारी,NOUN
म्हटले,VERB
दरवर्षी,NOUN
एमबीबीएसचे,NOUN
घेतात,VERB
1000,NUM
अभ्यासक्रमात,NOUN
निमवैद्यकीय,NOUN
चालवले,VERB
कुलपती,NOUN
इंदूरमधील,NOUN
देवी,NOUN
अहिल्याबाई,NOUN
विद्यापीठातून,NOUN
औद्योगिक,NOUN
उत्पादन,NOUN
डिझाइनमध्ये,PP
बीटेकची,NOUN
पदवी,NOUN
ट्रस्ट,NOUN
कंपन्यांचे,NOUN
1996,NUM
इन्व्हेस्टमेंट,NOUN
लिमिटेडची,NOUN
स्थापनाही,NOUN
यांच्यावर,PP
गुंतवणूकीत,NOUN
त्याच्याविरोधात,NOUN
गुन्हाही,NOUN
2000,NUM
फसवणूकीच्या,PP
खटल्यात,NOUN
वर्षांहून,NOUN
तुरूंगात,NOUN
2005,NUM
निर्दोष,NOUN
मुक्तता,NOUN
मिलिया,NOUN
इस्लामियाच्या,PP
इंजिनीअरिंग,NOUN
विभागातही,NOUN
शिकवण्याचे,NOUN
विद्यापीठाची,NOUN
होतेय,NOUN
नोव्हेंबरच्या,PP
संध्याकाळी,NOUN
लाल,NOUN
किल्ल्यासमोर,NOUN
स्फोट,NOUN
मानत,NOUN
आलेल्यांपैकी,NOUN
विद्यापीठाशी,NOUN
मुझम्मिल,NOUN
शकील,NOUN
कॉलेजमध्ये,PP
फिजिओलॉजी,NOUN
विभागात,NOUN
शिक्षक,NOUN
फरीदाबाद,NOUN
मुजम्मिल,NOUN
शकीलच्या,PP
मागावर,PP
स्फोटके,NOUN
रसायने,PP
जप्त,NOUN
फरीदाबादचे,NOUN
आयुक्त,NOUN
सत्येंद्र,NOUN
फरिदाबादमधील,NOUN
तपासादरम्यान,NOUN
आयईडी,NOUN
बनवण्याचे,NOUN
साहित्य,NOUN
दारूगोळा,NOUN
अटकेलाही,NOUN
रायफल,NOUN
पिस्तुलसह,NOUN
शस्त्रे,NOUN
आल्याचा,NOUN
दावाही,NOUN
यंत्रणांनी,NOUN
आयुक्तांचे,NOUN
जनसंपर्क,NOUN
अधिकारी,NOUN
यशपाल,NOUN
बीबीसीला,PP
शाहीन,NOUN
सईद,NOUN
यांनाही,NOUN
